Index,P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,Imputed Eccentricity,Imputed Eccentricity (EU),P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,,CDHS_CRS(0.5*CDHSi+0.5*CDHSe), CDHS_CRS(0.6*CDHSi+0.4*CDHSe),CDHS_DRS(0.5*CDHSi+0.5*CDHSe),CDHS_DRS(0.6*CDHSi+0.4*CDHSe)
889,Kepler-625 b,Kepler-625 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,10.17,,1.99,1.28,2.56,2.26,154.0254,154.0254,154.0255,897.5,897.5,897.5,942.5,3.2725694444,942.5,13.1,-24.17,3.79,7.75,0.0776,0,0.1014253898,0.1267817373,0.08,,0,Kepler-625,,,Cyg,G,1.04,0.96,5789,0.928638,,1.51,13.3,502,19.4767,39.6376,-32.2,6.5924,2,0,0.723,1.702,-2.32,-0.13,-0.27,0.3,0,0,0,0.26,0,0,0,1,Transit,2016,,2.631219,2.502973,2.631221,2.502975
890,Kepler-625 c,Kepler-625 c,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.03,,1.05,0.88,0.93,0.99,352.5882,352.5882,352.5882,1104,1104,1104,1137.6,3.95,1137.6,0.9,-23.68,2,4.17,0.0513,0,0.0954053011,0.1192566264,0.05,,0,Kepler-625,,,Cyg,G,1.04,0.96,5789,0.928638,,1.51,13.3,502,19.4767,39.6376,-33.1,9.9814,2,0,0.723,1.702,-2.37,-0.17,-1.15,0.27,0,0,0,0.3,0,0,0,1,Transit,2016,,2.499901,2.20992,2.499902,2.209921
891,Kepler-626 b,Kepler-626 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,17.93,,2.28,1.5,3.43,2.8,82.99355,82.99355,82.99358,769,769,769,817.1,2.8371527778,817.1,26.9,-23.8,4.34,14.49,0.1167,0,0.1504747164,0.1880933955,0.12,,0,Kepler-626,,,Lyr,G,1.01,1.05,5813,1.129457,,5.37,13.9,690,19.2466,39.7083,-31.6,4.798,1,0,0.796,1.873,-2.26,-0.12,0.22,0.31,0,0,0,0.26,0,0,0,1,Transit,2016,,2.558532,2.502824,2.558532,2.502823
892,Kepler-629 b,Kepler-629 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.58,,1.38,0.99,1.36,1.37,108.87,108.87,108.87,822.9,822.9,822.9,860.9,2.9892361111,860.9,2.5,-22.99,2.62,7.24,0.0715,0,0.1313095952,0.164136994,0.07,,0,Kepler-629,,,Lyr,G,0.93,0.84,5444,0.556059,,1.91,13.4,383,19.2945,39.945,-31.8,6.2668,1,0,0.571,1.358,-2.27,-0.16,-0.81,0.29,0,0,0,0.3,0,0,0,1,Transit,2016,,2.184561,2.023648,2.18456,2.023647
893,Kepler-632 b,Kepler-632 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,15.43,,2.21,1.44,3.17,2.64,14.50827,14.50827,14.50827,497.2,497.2,497.2,544.5,1.890625,544.5,22.2,-21.82,4.19,31,0.1871,0,0.1853681373,0.2317101716,0.19,,0,Kepler-632,,,Cyg,G,0.91,0.84,5322,0.507865,,3.02,13.3,349,19.8168,40.2886,-29.6,2.3928,1,0,0.549,1.312,-1.95,-0.12,0.56,0.33,0,0,0,0.33,0,0,0,1,Transit,2016,,2.424956,2.381963,2.424959,2.381965
894,Kepler-633 b,Kepler-633 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.65,,1.62,1.09,1.76,1.69,213.3975,213.3975,213.3975,973.7,973.7,973.7,1014.7,3.5232638889,1014.7,5.1,-24.08,3.09,8.5,0.0821,0,0.0970286615,0.1212858269,0.08,,0,Kepler-633,,,Cyg,G,1.02,1.15,5899,1.436809,,6.03,13.7,634,19.6812,40.5923,-32.6,7.4741,1,0,0.893,2.097,-2.35,-0.15,-0.68,0.29,0,0,0,0.28,0,0,0,1,Transit,2016,,2.571556,2.381244,2.571556,2.381243
895,Kepler-634 b,Kepler-634 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.29,,1.89,1.22,2.31,2.09,538.3641,538.3642,538.3643,1227.2,1227.2,1227.2,1271.1,4.4135416667,1271.1,10.1,-25.43,3.6,5.17,0.0591,0,0.1051573469,0.1314466836,0.06,,0,Kepler-634,,,Lyr,F,1.03,1.24,6075,1.878963,,5.37,13.6,757,19.413,40.7027,-33.6,11.2034,1,0,1.01,2.363,-2.41,-0.14,-0.57,0.29,0,0,0,0.26,0,0,0,1,Transit,2016,,3.151673,2.899336,3.151672,2.899336
896,Kepler-638 b,Kepler-638 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.21,,1.83,1.19,2.16,1.99,166.8953,166.8953,166.8953,915.7,915.7,915.7,958.9,3.3295138889,958.9,8.5,-24.07,3.47,6.08,0.0625,0,0.1010731931,0.1263414914,0.06,,0,Kepler-638,,,Lyr,G,0.88,0.93,5382,0.651074,,11.75,13.5,426,18.9946,41.6172,-32.3,7.9414,1,0,0.62,1.477,-2.3,-0.14,-0.46,0.3,0,0,0,0.27,0,0,0,1,Transit,2016,,2.57969,2.42975,2.57969,2.42975
897,Kepler-639 b,Kepler-639 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,21.25,,2.37,1.59,3.77,2.99,194.8666,194.8666,194.8666,951.9,951.9,951.9,1000.9,3.4753472222,1000.9,33.7,-24.81,4.51,10.21,0.0962,0,0.0979189489,0.1223986861,0.1,,0,Kepler-639,,,Cyg,G,1.14,1.29,5896,1.804261,,4.37,13.3,680,19.4791,41.727,-32.5,7.1491,1,0,1.001,2.351,-2.34,-0.12,0.14,0.3,0,0,0,0.24,0,0,0,1,Transit,2016,,2.922604,2.81208,2.922605,2.812081
898,Kepler-641 b,Kepler-641 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.56,,1.85,1.2,2.21,2.02,156.586,156.586,156.586,901.2,901.2,901.2,944.7,3.2802083333,944.7,9,-24.03,3.51,9.49,0.0883,0,0.1045488296,0.130686037,0.09,,0,Kepler-641,,,Lyr,G,1.02,1.13,5713,1.220404,,7.08,13.8,673,19.4549,42.5162,-32.2,6.8253,1,0,0.832,1.964,-2.31,-0.14,-0.43,0.3,0,0,0,0.27,0,0,0,1,Transit,2016,,2.565039,2.42203,2.565039,2.42203
899,Kepler-645 b,Kepler-645 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.42,,2.09,1.35,2.83,2.43,942.1123,942.1124,942.1125,1411.5,1411.5,1411.5,1457.5,5.0607638889,1457.5,16.8,-26.26,3.98,3.28,0.045,0,0.0898849509,0.1123561886,0.04,,0,Kepler-645,,,Cyg,F,1.13,1.21,6170,1.903712,,2.95,14,901,19.3549,44.0358,-34.2,14.3825,1,0,1.011,2.36,-2.43,-0.13,-0.48,0.29,0,0,0,0.25,0,0,0,1,Transit,2016,,3.575262,3.278208,3.575262,3.278208
900,Kepler-646 b,Kepler-646 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,10.17,,1.99,1.28,2.56,2.26,51.44343,51.44344,51.44345,682.3,682.3,682.3,727.3,2.5253472222,727.3,13.1,-22.98,3.79,15.87,0.1206,0,0.2008245041,0.2510306301,0.12,,0,Kepler-646,,,Cyg,G,0.93,0.91,5634,0.748583,,4.57,13.8,513,19.3648,44.3871,-31,4.021,1,0,0.655,1.549,-2.19,-0.13,-0.06,0.31,0,0,0,0.28,0,0,0,1,Transit,2016,,2.257639,2.204109,2.257639,2.204109
901,Kepler-647 b,Kepler-647 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.45,,1.16,0.92,1.07,1.11,84.1143,84.11431,84.11432,771.5,771.5,771.5,806.8,2.8013888889,806.8,1.3,-22.34,2.21,16.23,0.1266,0,0.1561289153,0.1951611441,0.13,,0,Kepler-647,,,Lyr,F,1.03,1.07,6020,1.349098,,4.27,14,789,18.9859,44.5917,-31.6,4.5037,1,0,0.859,2.012,-2.27,-0.17,-0.95,0.29,0,0,0,0.31,0,0,0,1,Transit,2016,,1.980643,1.816514,1.980642,1.816513
902,Kepler-649 b,Kepler-649 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,17.18,,2.26,1.48,3.36,2.76,27.04531,27.04532,27.04532,581,581,581,628.8,2.1833333333,628.8,25.5,-22.55,4.3,29.91,0.1866,0,0.236894583,0.2961182288,0.19,,0,Kepler-649,,,Lyr,G,0.97,0.94,5871,0.941876,,2.95,13.4,525,19.0437,45.0796,-30.3,2.6846,1,0,0.724,1.702,-2.1,-0.12,0.48,0.32,0,0,0,0.29,0,0,0,1,Transit,2016,,2.509959,2.459965,2.509958,2.459963
903,Kepler-651 b,Kepler-651 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,20.8,,2.36,1.58,3.72,2.97,29.37321,29.37321,29.37322,593.1,593.1,593.1,642,2.2291666667,642,32.8,-22.74,4.49,21.39,0.1466,0,0.2399733077,0.2999666346,0.15,,0,Kepler-651,,,Lyr,G,0.92,0.87,5522,0.631414,,3.55,13.9,537,19.1555,46.2035,-30.4,3.1627,1,0,0.605,1.437,-2.1,-0.12,0.63,0.31,0,0,0,0.28,0,0,0,1,Transit,2016,,2.664953,2.603959,2.664953,2.60396
904,Kepler-652 b,Kepler-652 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,26.25,,2.49,1.71,4.25,3.25,249.7076,249.7077,249.7077,1012.8,1012.8,1012.8,1063,3.6909722222,1063,44.8,-25.18,4.73,4.18,0.0503,0,0.0817377365,0.1021721706,0.05,,0,Kepler-652,,,Lyr,G,0.97,0.88,5490,0.631167,,1.48,13.4,423,19.2005,46.4736,-32.8,9.3383,1,0,0.606,1.441,-2.33,-0.11,0.24,0.3,0,0,0,0.24,0,0,0,1,Transit,2016,,3.090408,2.970324,3.090412,2.970328
905,Kepler-653 b,Kepler-653 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.29,,1.95,1.26,2.45,2.18,93.60796,93.60796,93.60797,792.5,792.5,792.5,837,2.90625,837,11.7,-23.58,3.7,14.71,0.1182,0,0.1427091927,0.1783864909,0.12,,0,Kepler-653,,,Lyr,G,1.02,1.19,5665,1.308529,,7.76,13.4,593,18.8142,46.7178,-31.7,5.3657,2,0,0.864,2.043,-2.27,-0.14,-0.23,0.3,0,0,0,0.27,0,0,0,1,Transit,2016,,2.428076,2.332459,2.428076,2.332459
906,Kepler-653 c,Kepler-653 c,,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.39,,0.78,0.81,0.64,0.71,3879.704,3879.705,3879.706,2010.7,2010.7,2010.7,2039.8,7.0826388889,2039.8,0.3,-25.66,1.49,0.9,0.0184,0,0.0552389271,0.0690486589,0.02,,0,Kepler-653,,,Lyr,G,1.02,1.19,5665,1.308529,,7.76,13.4,593,18.8142,46.7178,-35.7,35.0765,2,0,0.864,2.043,-2.44,-0.18,-1.42,0.26,0,0,0,0.29,0,0,0,1,Transit,2016,,3.946073,3.318859,4.041071,3.432855
907,Kepler-654 b,Kepler-654 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,11.88,,2.07,1.34,2.77,2.39,101.2896,101.2896,101.2896,808.2,808.2,808.2,854.1,2.965625,854.1,15.9,-23.8,3.94,13.72,0.1136,0,0.1359582002,0.1699477503,0.11,,0,Kepler-654,,,Cyg,G,1.04,1.11,5865,1.308,,5.37,13.6,661,19.8046,46.8343,-31.8,5.2073,1,0,0.854,2.007,-2.28,-0.13,-0.1,0.3,0,0,0,0.26,0,0,0,1,Transit,2016,,2.51776,2.428206,2.517762,2.428208
908,Kepler-658 b,Kepler-658 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.65,,1.62,1.09,1.76,1.69,232.3877,232.3877,232.3877,994.7,994.7,994.7,1035.6,3.5958333333,1035.6,5.1,-24.18,3.09,1.29,0.0198,0,0.1022199141,0.1277748926,0.02,,0,Kepler-658,,,Lyr,K,0.63,0.6,4103,0.091537,,3.09,15.5,341,18.8656,47.5786,-32.7,16.1644,1,0,0.245,0.616,-2.21,-0.15,-0.69,0.3,0,0,0,0.28,0,0,0,1,Transit,2016,,2.60784,2.410271,2.607839,2.41027
909,Kepler-659 b,Kepler-659 b,,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,26.81,,2.5,1.72,4.3,3.28,18.35091,18.35091,18.35092,527.3,527.3,527.3,577.7,2.0059027778,577.7,46.1,-22.35,4.75,17.67,0.1227,0,0.2036910154,0.2546137693,0.12,,0,Kepler-659,,,Lyr,K,0.79,0.74,4870,0.276356,,3.24,15.6,688,19.1739,47.5097,-29.9,3.214,1,0,0.414,1.007,-1.98,-0.11,1.03,0.31,0,0,0,0.3,0,0,0,1,Transit,2016,,2.889943,2.811952,2.889945,2.811954
910,Kepler-662 b,Kepler-662 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,14.46,,2.17,1.41,3.06,2.58,14.288,14.28801,14.28801,495.3,495.3,495.3,542.2,1.8826388889,542.2,20.4,-21.77,4.13,21.68,0.1406,0,0.179300893,0.2241261163,0.14,,0,Kepler-662,,,Cyg,K,0.79,0.74,4897,0.282536,,3.63,15.4,641,19.3643,47.9292,-29.6,2.8047,1,0,0.418,1.016,-1.93,-0.13,0.51,0.33,0,0,0,0.33,0,0,0,1,Transit,2016,,2.374957,2.333964,2.37496,2.333966
911,Kepler-666 b,Kepler-666 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,22.16,,2.4,1.61,3.86,3.04,409.7101,409.7102,409.7102,1146.2,1146.2,1146.2,1195.5,4.1510416667,1195.5,35.7,-25.64,4.56,4.5,0.0538,0,0.0993834693,0.1242293366,0.05,,0,Kepler-666,,,Cyg,G,1.03,1.05,5887,1.188077,,3.8,15.4,1330,19.8971,48.7916,-33.3,10.4055,1,0,0.813,1.909,-2.38,-0.12,0.01,0.3,0,0,0,0.24,0,0,0,1,Transit,2016,,3.275435,3.100345,3.27542,3.100333
912,Kepler-672 b,Kepler-672 b,,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,26.81,,2.5,1.72,4.3,3.28,15.89656,15.89657,15.89657,508.7,508.7,508.7,559.1,1.9413194444,559.1,46.1,-22.19,4.75,38.38,0.2188,0,0.1896593626,0.2370742033,0.22,,0,Kepler-672,,,Cyg,G,0.95,0.92,5627,0.76133,,4.07,15.2,1011,19.4481,49.4809,-29.7,2.2405,1,0,0.661,1.563,-1.98,-0.11,1.08,0.31,0,0,0,0.31,0,0,0,1,Transit,2016,,2.889941,2.81195,2.889943,2.811953
913,Kepler-674 b,Kepler-674 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.4,,1.69,1.12,1.89,1.79,112.547,112.547,112.547,829.8,829.8,829.8,871.5,3.0260416667,871.5,6,-23.47,3.21,2.24,0.0283,0,0.1304086633,0.1630108291,0.03,,0,Kepler-674,,,Dra,K,0.6,0.57,4192,0.090017,,3.31,15.1,302,19.0117,50.1498,-31.9,10.7566,1,0,0.242,0.607,-2.17,-0.15,-0.53,0.31,0,0,0,0.28,0,0,0,1,Transit,2016,,2.357963,2.224369,2.357965,2.224371
914,Kepler-675 b,Kepler-675 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,24.12,,2.44,1.66,4.05,3.14,297.3401,297.3402,297.3402,1057.9,1057.9,1057.9,1107.7,3.8461805556,1107.7,40,-25.33,4.64,2.34,0.0319,0,0.0874293041,0.1092866301,0.03,,0,Kepler-675,,,Cyg,K,0.79,0.75,4945,0.301771,,4.68,15.3,651,19.5889,50.2304,-32.9,12.5713,1,0,0.431,1.045,-2.3,-0.11,0.14,0.3,0,0,0,0.24,0,0,0,1,Transit,2016,,3.143011,3.002406,3.14301,3.002405
915,Kepler-680 b,Kepler-680 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,23.12,,2.42,1.63,3.95,3.09,578.991,578.991,578.9911,1249.7,1249.7,1249.7,1299.3,4.5114583333,1299.3,37.8,-26.04,4.6,3.69,0.0479,0,0.0990377412,0.1237971765,0.05,,0,Kepler-680,,,Cyg,G,1.08,1.11,5890,1.330445,,3.72,15.2,1342,19.4415,50.6182,-33.7,12.3641,1,0,0.86,2.02,-2.4,-0.11,-0.04,0.29,0,0,0,0.24,0,0,0,1,Transit,2016,,3.465631,3.256502,3.465632,3.256502
916,Kepler-683 b,Kepler-683 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.72,,1.97,1.27,2.5,2.22,663.6796,663.6797,663.6797,1293.1,1293.1,1293.1,1337.9,4.6454861111,1337.9,12.3,-25.74,3.75,2.54,0.0359,0,0.0967884338,0.1209855423,0.04,,0,Kepler-683,,,Lyr,G,0.96,0.95,5703,0.856546,,4.37,15,976,19.4293,37.9057,-33.8,14.1282,1,0,0.698,1.647,-2.39,-0.14,-0.54,0.29,0,0,0,0.26,0,0,0,1,Transit,2016,,3.307636,3.040107,3.307636,3.040107
917,Kepler-691 b,Kepler-691 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.15,,2.08,1.34,2.8,2.41,10.45013,10.45013,10.45013,458.1,458.1,458.1,504,1.75,504,16.3,-21.33,3.96,8.11,0.0639,0,0.181273729,0.2265921613,0.06,,0,Kepler-691,,,Lyr,M,0.53,0.5,3715,0.042723,,3.98,15.9,239,19.2541,40.0334,-29.3,4.1682,1,0,0.169,0.433,-1.79,-0.13,0.45,0.35,0,0,0,0.37,0,0,0,1,Transit,2016,,2.244961,2.211967,2.24496,2.211967
918,Kepler-705 b,Kepler-705 b,,Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,,12.69,,2.11,1.36,2.86,2.46,0.832599,0.8325992,0.8325992,243.4,243.4,243.4,289.6,1.0055555556,289.6,17.3,-18.6,4,56.06,0.2319,0,0.1966760111,0.2458450139,0.23,,0,Kepler-705,,,Lyr,M,0.53,0.51,3722,0.044785,,3.89,15.8,251,19.3006,41.8121,-26.5,1.1719,1,1,0.173,0.443,-0.56,-0.13,1.31,0.41,0.79,0,0,0.74,0,1,0,1,Transit,2016,,2.284956,2.249963,2.284955,2.249962
919,Kepler-707 b,Kepler-707 b,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.3,,1.33,0.97,1.29,1.31,362.8238,362.8238,362.8239,1111.9,1111.9,1111.9,1149.3,3.990625,1149.3,2.2,-24.23,2.53,2.24,0.0311,0,0.0929415539,0.1161769424,0.03,,0,Kepler-707,,,Lyr,K,0.8,0.76,5099,0.350314,,4.9,15,626,19.3338,42.1165,-33.2,13.0627,1,0,0.461,1.111,-2.32,-0.16,-0.97,0.28,0,0,0,0.29,0,0,0,1,Transit,2016,,2.660216,2.394172,2.660217,2.394173
920,Kepler-710 b,Kepler-710 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.1,,1.88,1.22,2.29,2.08,282.5347,282.5348,282.5348,1044.5,1044.5,1044.5,1088.3,3.7788194444,1088.3,9.9,-24.71,3.58,4.35,0.0511,0,0.0851358198,0.1064197748,0.05,,0,Kepler-710,,,Lyr,G,0.94,0.91,5611,0.736434,,4.17,15,919,19.4643,42.6961,-32.9,9.5097,1,0,0.65,1.54,-2.35,-0.14,-0.49,0.29,0,0,0,0.27,0,0,0,1,Transit,2016,,2.829325,2.639458,2.829324,2.639457
921,Kepler-713 b,Kepler-713 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,25.7,,2.48,1.69,4.19,3.22,180.4501,180.4501,180.4501,933.8,933.8,933.8,983.9,3.4163194444,983.9,43.6,-24.82,4.71,7.41,0.0739,0,0.1069974546,0.1337468183,0.07,,0,Kepler-713,,,Cyg,G,0.98,0.99,5785,0.984858,,3.8,15,1003,19.7101,43.0298,-32.4,7.1461,1,0,0.744,1.754,-2.33,-0.11,0.31,0.3,0,0,0,0.24,0,0,0,1,Transit,2016,,2.948097,2.854475,2.948098,2.854477
922,Kepler-717 b,Kepler-717 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,23.12,,2.42,1.63,3.95,3.09,230.8794,230.8795,230.8795,993.1,993.1,993.1,1042.6,3.6201388889,1042.6,37.8,-25.04,4.6,4.41,0.0504,0,0.1067655659,0.1334569574,0.05,,0,Kepler-717,,,Cyg,G,0.88,0.85,5485,0.586724,,4.37,15.7,1126,19.531,43.3464,-32.7,8.995,1,0,0.585,1.39,-2.33,-0.11,0.17,0.3,0,0,0,0.24,0,0,0,1,Transit,2016,,3.019998,2.899995,3.019999,2.899996
923,Kepler-732 b,Kepler-732 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,14.46,,2.17,1.41,3.06,2.58,6.924064,6.924064,6.924066,413.3,413.3,413.3,460.2,1.5979166667,460.2,20.4,-20.98,4.13,9.47,0.069,0,0.1715046416,0.214380802,0.07,,0,Kepler-732,,,Lyr,M,0.49,0.46,3631,0.033,,4.47,15.1,150,18.9155,45.9588,-28.8,3.5515,2,0,0.148,0.382,-1.68,-0.13,0.72,0.35,0,0,0,0.41,0,0,0,1,Transit,2016,,2.374955,2.333962,2.374954,2.333962
924,Kepler-732 c,Kepler-732 c,,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.92,,1.27,0.95,1.2,1.23,161.262,161.262,161.262,907.9,907.9,907.9,944.4,3.2791666667,944.4,1.8,-23.23,2.41,0.89,0.0143,0,0.1132444263,0.1415555329,0.01,,0,Kepler-732,,,Lyr,M,0.49,0.46,3631,0.033,,4.47,15.1,150,18.9155,45.9588,-32.3,17.2012,2,0,0.148,0.382,-2.15,-0.16,-0.94,0.3,0,0,0,0.3,0,0,0,1,Transit,2016,,2.274512,2.073609,2.274513,2.07361
925,Kepler-737 b,Kepler-737 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.51,,1.96,1.26,2.47,2.2,2.044416,2.044417,2.044417,304.6,304.6,304.6,349.3,1.2128472222,349.3,12,-19.42,3.73,28.6,0.1462,0,0.1693117147,0.2116396434,0.15,,0,Kepler-737,,,Cyg,M,0.51,0.48,3813,0.043696,,3.89,15.2,195,19.4575,46.4293,-27.5,1.7498,1,0,0.17,0.435,-1.18,-0.14,0.71,0.42,0,0,0,0.67,0,0,0,1,Transit,2016,,2.079963,2.055969,2.079961,2.055967
926,Kepler-738 b,Kepler-738 b,,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,26.81,,2.5,1.72,4.3,3.28,19.62537,19.62537,19.62537,536.2,536.2,536.2,586.6,2.0368055556,586.6,46.1,-22.42,4.75,24.59,0.1573,0,0.2056040903,0.2570051129,0.16,,0,Kepler-738,,,Lyr,G,0.86,0.82,5327,0.48579,,4.57,15.6,992,19.1713,46.5679,-30,2.7778,1,0,0.537,1.282,-2.02,-0.11,1.01,0.31,0,0,0,0.29,0,0,0,1,Transit,2016,,2.889943,2.811952,2.889946,2.811955
927,Kepler-743 b,Kepler-743 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.65,,1.21,0.93,1.12,1.17,341.8834,341.8834,341.8834,1095.5,1095.5,1095.5,1131.3,3.928125,1131.3,1.5,-23.95,2.3,3.18,0.0414,0,0.0898797666,0.1123497083,0.04,,0,Kepler-743,,,Cyg,G,0.94,0.85,5486,0.587153,,1.86,12.6,258,19.7049,42.8064,-33.1,10.9472,1,0,0.585,1.39,-2.35,-0.17,-1.05,0.28,0,0,0,0.29,0,0,0,1,Transit,2016,,2.568966,2.297172,2.568967,2.297173
928,Kepler-744 b,Kepler-744 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.65,,1.62,1.09,1.76,1.69,74.77184,74.77184,74.77184,749.2,749.2,749.2,790.1,2.7434027778,790.1,5.1,-22.94,3.09,12.06,0.1008,0,0.1633650545,0.2042063181,0.1,,0,Kepler-744,,,Cyg,G,0.94,0.93,5594,0.759881,,5.13,13.6,486,19.7664,47.1829,-31.4,4.9178,1,0,0.661,1.566,-2.24,-0.15,-0.53,0.3,0,0,0,0.29,0,0,0,1,Transit,2016,,2.181654,2.069322,2.181656,2.069323
929,Kepler-745 b,Kepler-745 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,14.15,,2.16,1.4,3.03,2.56,135.3813,135.3814,135.3814,869,869,869,915.8,3.1798611111,915.8,19.8,-24.21,4.11,9.93,0.0916,0,0.1204491379,0.1505614224,0.09,,0,Kepler-745,,,Lyr,G,1.04,1.04,5849,1.135751,,4.07,15.2,1199,19.4333,37.0593,-32.1,6.0539,1,0,0.796,1.873,-2.31,-0.13,-0.05,0.3,0,0,0,0.26,0,0,0,1,Transit,2016,,2.669872,2.567895,2.669873,2.567897
930,Kepler-746 b,Kepler-746 b,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.23,,1.11,0.9,1,1.05,352.4745,352.4746,352.4747,1103.9,1103.9,1103.9,1138.3,3.9524305556,1138.3,1.1,-23.8,2.11,3.48,0.0436,0,0.0904104718,0.1130130898,0.04,,0,Kepler-746,,,Lyr,G,0.91,0.93,5418,0.66867,,8.71,13.6,450,19.3788,37.3551,-33.1,11.3977,1,0,0.627,1.492,-2.35,-0.17,-1.12,0.28,0,0,0,0.3,0,0,0,1,Transit,2016,,2.531116,2.246892,2.531117,2.246893
931,Kepler-750 c,Kepler-750 c,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.65,,1.62,1.09,1.76,1.69,711.2961,711.2963,711.2964,1315.7,1315.7,1315.7,1356.6,4.7104166667,1356.6,5.1,-25.4,3.09,4.09,0.0524,0,0.094215655,0.1177695688,0.05,,0,Kepler-750,,,Cyg,F,1.15,1.23,6160,1.954443,,3.09,14.5,1181,19.2731,44.0044,-33.9,12.5298,2,0,1.025,2.394,-2.42,-0.15,-0.83,0.28,0,0,0,0.28,0,0,0,1,Transit,2016,,3.165092,2.856073,3.165093,2.856073
932,Kepler-751 b,Kepler-751 b,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,24.64,,2.45,1.67,4.09,3.17,33.77377,33.77377,33.77377,614.2,614.2,614.2,664.1,2.3059027778,664.1,41.1,-22.97,4.66,17.44,0.1256,0,0.2138340634,0.2672925793,0.13,,0,Kepler-751,,,Cyg,G,0.87,0.84,5387,0.533134,,4.47,15,748,19.6563,44.0777,-30.6,3.5635,1,0,0.561,1.336,-2.12,-0.11,0.74,0.31,0,0,0,0.27,0,0,0,1,Transit,2016,,2.809949,2.737956,2.809948,2.737955
